symbol,identifier,series,isin,industry,companyName,lastPrice,change,pChange,totalTradedVolume,totalTradedValue,yearHigh,nearWKH,nearWKL,perChange365d,perChange30d,key,index,indexSymbol,last,variation,percentChange,yearLow,declines,advances,unchanged,previousDay,oneWeekAgo,oneMonthAgo,oneYearAgo
KSB,KSBEQN,EQ,INE999A01023,Compressors Pumps & Diesel Engines,Ksb Limited,913.4,21.7,2.43,94942.0,84531609.7,1060.0,13.830188679245285,-73.43586822367797,-66.15,-2.02,,,,,,,,,,,,,,
MASTEK,MASTEKEQN,EQ,INE759A01021,Computers - Software & Consulting,Mastek Limited,2768.65,72.95,2.71,250678.0,691477715.54,3145.0,11.966613672496024,-31.649271296450383,24.32,2.31,,,,,,,,,,,,,,
QUESS,QUESSEQN,EQ,INE615P01015,Diversified Commercial Services,Quess Corp Limited,818.85,21.75,2.73,120259.0,97002111.99,852.15,3.9077627178313623,-104.53353315848632,83.46,13.06,,,,,,,,,,,,,,
KAYNES,KAYNESEQN,EQ,INE918Z01012,Industrial Products,Kaynes Technology India Limited,5460.0,150.75,2.84,529381.0,2866365187.36,5508.8,0.8858553586988125,-174.91062887065104,138.78,9.2,,,,,,,,,,,,,,
JAIBALAJI,JAIBALAJIEQN,EQ,INE091G01018,Iron & Steel,Jai Balaji Industries Limited,1119.05,32.8,3.02,264544.0,299704543.04,1314.0,14.836377473363777,-210.84722222222223,-,-,,,,,,,,,,,,,,
ACE,ACEEQN,EQ,INE731H01025,Construction Vehicles,Action Construction Equipment Limited,1361.0,39.85,3.02,728384.0,983981229.44,1695.0,19.70501474926254,-108.18355640535373,69.72,-3.92,,,,,,,,,,,,,,
BBTC,BBTCEQN,EQ,INE050A01025,Packaged Foods,Bombay Burmah Trading Corporation Limited,2780.0,85.05,3.16,122523.0,332792071.68,2857.95,2.7274794870449037,-138.28911841597736,154.4,13.44,,,,,,,,,,,,,,
CENTURYPLY,CENTURYPLYEQN,EQ,INE348B01021,Plywood Boards/ Laminates,Century Plyboards (India) Limited,830.9,30.25,3.78,178532.0,146230205.24,849.5,2.189523248969985,-39.88215488215488,13.79,10.31,,,,,,,,,,,,,,
NUVOCO,NUVOCOEQN,EQ,INE118D01016,Cement & Cement Products,Nuvoco Vistas Corporation Limited,368.75,17.95,5.12,9182044.0,3419944108.24,398.0,7.349246231155779,-26.587710264332298,-1.45,0.53,,,,,,,,,,,,,,
BLUEDART,BLUEDARTEQN,EQ,INE233B08103,Logistics Solution Provider,Blue Dart Express Limited,9240.0,1009.35,12.26,868767.0,7978434684.209999,9488.7,2.621012362072789,-68.4103087522327,28,-0.9,,,,,,,,,,,,,,
ELECTCAST,ELECTCASTEQN,EQ,INE086A01029,Iron & Steel Products,Electrosteel Castings Limited,217.1,-8.04,-3.57,3196093.0,690388048.93,236.6,8.241758241758243,-251.57894736842104,212.24,-0.39,,,,,,,,,,,,,,
CAMLINFINE,CAMLINFINEEQN,EQ,INE052I01032,Specialty Chemicals,Camlin Fine Sciences Limited,106.6,-3.7,-3.35,370638.0,39895474.32,177.0,39.77401129943503,-33.33333333333332,-40.62,-11.41,,,,,,,,,,,,,,
IOLCP,IOLCPEQN,EQ,INE485C01011,Pharmaceuticals,IOL Chemicals and Pharmaceuticals Limited,493.25,-16.85,-3.3,590918.0,294714443.32,537.7,8.266691463641443,-49.08568837841921,2.27,3.24,,,,,,,,,,,,,,
TDPOWERSYS,TDPOWERSYSEQN,EQ,INE419M01027,Heavy Electrical Equipment,TD Power Systems Limited,411.2,-12.65,-2.98,566958.0,235843188.84,451.0,8.824833702882485,-81.90665781906655,61.48,2.73,,,,,,,,,,,,,,
SURYAROSNI,SURYAROSNIEQN,EQ,INE335A01020,Iron & Steel Products,Surya Roshni Limited,674.85,-19.35,-2.79,414797.0,281941668.87,841.65,19.818214222063798,-49.70053238686779,-30.76,12.86,,,,,,,,,,,,,,
VOLTAMP,VOLTAMPEQN,EQ,INE540H01012,Heavy Electrical Equipment,Voltamp Transformers Limited,13440.0,-370.5,-2.68,31446.0,433031230.97999996,14800.0,9.18918918918919,-219.08453128524118,147.95,3.5,,,,,,,,,,,,,,
IFCI,IFCIEQN,EQ,INE039A07751,Financial Institution,IFCI Limited,72.58,-1.79,-2.41,10043518.0,733277249.1800001,91.4,20.59080962800876,-338.54984894259815,371.26,-8.53,,,,,,,,,,,,,,
FIEMIND,FIEMINDEQN,EQ,INE737H01014,Auto Components & Equipments,Fiem Industries Limited,1689.05,-41.3,-2.39,55333.0,93571422.98,1747.2,3.3281822344322394,-105.48053527980535,-24.01,12.91,,,,,,,,,,,,,,
ORIENTCEM,ORIENTCEMEQN,EQ,INE876N01018,Cement & Cement Products,Orient Cement Limited,291.45,-7.1,-2.38,749576.0,219011115.68,369.6,21.144480519480528,-81.08108108108108,52.76,-14.13,,,,,,,,,,,,,,
ASKAUTOLTD,ASKAUTOLTDEQN,EQ,INE491J01022,Auto Components & Equipments,ASK Automotive Limited,457.55,-10.65,-2.27,87677.0,40305116.9,478.25,4.328280188186093,-90.56643065389422,-,16.35,,,,,,,,,,,,,,
DBCORP,DBCORPEQN,EQ,INE950I01011,Print Media,D.B.Corp Limited,337.95,-7.85,-2.27,119644.0,40826122.120000005,403.9,16.328299083931665,-46.520702362887484,47.31,-1.02,,,,,,,,,,,,,,
MAITHANALL,MAITHANALLEQN,EQ,INE683C01011,Ferro & Silica Manganese,Maithan Alloys Limited,1119.5,-24.05,-2.1,32556.0,36803255.76,1359.0,17.623252391464312,-17.225130890052355,7.52,7.91,,,,,,,,,,,,,,
OPTIEMUS,OPTIEMUSEQN,EQ,INE350C01017,Telecom - Equipment & Accessories,Optiemus Infracom Limited,643.6,-13.2,-2.01,199924.0,130022572.64,683.8,5.878911962562143,-198.23911028730305,62.72,23.83,,,,,,,,,,,,,,
HGINFRA,HGINFRAEQN,EQ,INE926X01010,Civil Construction,H.G. Infra Engineering Limited,1575.0,-32.15,-2.0,97325.0,153999294.0,1879.9,16.218947816373216,-95.62787231399825,69.29,-2.02,,,,,,,,,,,,,,
TI,TIEQN,EQ,INE133E01013,Breweries & Distilleries,Tilaknagar Industries Limited,311.5,-6.25,-1.97,884670.0,277007870.4,329.9,5.577447711427699,-75.98870056497175,27.07,9.56,,,,,,,,,,,,,,
RAMKY,RAMKYEQN,EQ,INE874I01013,Civil Construction,Ramky Infrastructure Limited,697.7,-14.0,-1.97,23150.0,16334871.5,1009.05,30.855755413507747,-63.49150556531928,27.65,-5.34,,,,,,,,,,,,,,
HCC,HCCEQN,EQ,INE549A01026,Civil Construction,Hindustan Construction Company Limited,43.82,-0.85,-1.9,9219399.0,405284780.04,57.5,23.791304347826088,-93.12472454825914,62.72,-9.82,,,,,,,,,,,,,,
JTEKTINDIA,JTEKTINDIAEQN,EQ,INE643A01035,Auto Components & Equipments,Jtekt India Limited,167.61,-3.21,-1.88,96692.0,16300337.360000001,225.7,25.737704918032776,-32.97104323681081,25.98,-13.63,,,,,,,,,,,,,,
TIRUMALCHM,TIRUMALCHMEQN,EQ,INE338A01024,Commodity Chemicals,Thirumalai Chemicals Limited,346.2,-6.6,-1.87,277175.0,96853260.25,362.85,4.5886730053741305,-83.51444473893453,46.78,0.34,,,,,,,,,,,,,,
JTLIND,JTLINDEQN,EQ,INE391J01024,Iron & Steel Products,JTL INDUSTRIES LIMITED,229.25,-4.33,-1.85,528612.0,122172805.44,278.0,17.535971223021583,-37.35769922109046,-42.68,14.71,,,,,,,,,,,,,,
PATELENG,PATELENGEQN,EQ,INE244B01030,Civil Construction,Patel Engineering Limited,60.52,-1.11,-1.8,6725134.0,407610371.74,79.0,23.392405063291136,-43.92390011890608,1.26,0.49,,,,,,,,,,,,,,
PAISALO,PAISALOEQN,EQ,INE420C01059,Non Banking Financial Company (NBFC),Paisalo Digital Limited,62.17,-1.1,-1.74,2146107.0,133959998.94,99.63,37.599116731908055,-108.62416107382552,0.35,-3.52,,,,,,,,,,,,,,
DHANUKA,DHANUKAEQN,EQ,INE435G01025,Pesticides & Agrochemicals,Dhanuka Agritech Limited,1575.75,-27.4,-1.71,17183.0,27038137.82,1925.8,18.176861564025337,-106.08815066701543,131.39,0.24,,,,,,,,,,,,,,
KSCL,KSCLEQN,EQ,INE455I01029,Other Agricultural Products,Kaveri Seed Company Limited,1091.05,-18.95,-1.71,67185.0,73517186.25,1201.0,9.154870940882601,-88.7629757785467,92.81,-5.27,,,,,,,,,,,,,,
LANDMARK,LANDMARKEQN,EQ,INE559R01029,Auto Dealer,Landmark Cars Limited,589.5,-10.15,-1.69,35241.0,20867958.15,905.0,34.86187845303867,-8.924611973392452,-17.5,-7.14,,,,,,,,,,,,,,
MAHLOG,MAHLOGEQN,EQ,INE766P01016,Logistics Solution Provider,Mahindra Logistics Limited,472.65,-7.95,-1.65,66024.0,31459775.76,554.7,14.791779340183895,-35.7994541014222,26.49,-3.2,,,,,,,,,,,,,,
IKIO,IKIOEQN,EQ,INE0LOJ01019,Consumer Electronics,IKIO Lighting Limited,308.9,-5.15,-1.64,133651.0,41442502.08,375.0,17.626666666666672,-25.850478712568748,-24.18,-10.81,,,,,,,,,,,,,,
TARC,TARCBEN,BE,INE0EK901012,Residential Commercial Projects,Anant Raj Global Limited,234.0,-3.8,-1.6,178253.0,42256656.18,250.0,6.4,-181.25000000000003,-,5.13,,,,,,,,,,,,,,
GREAVESCOT,GREAVESCOTEQN,EQ,INE224A01026,Compressors Pumps & Diesel Engines,Greaves Cotton Limited,185.74,-3.0,-1.59,2686581.0,500563771.91999996,190.65,2.5753999475478606,-65.76528335564481,12.91,1.61,,,,,,,,,,,,,,
JAMNAAUTO,JAMNAAUTOEQN,EQ,INE039C01032,Auto Components & Equipments,Jamna Auto Industries Limited,126.53,-2.04,-1.59,1314525.0,165748457.25,149.66,15.455031404516902,-23.624816805080616,3.34,-10.03,,,,,,,,,,,,,,
SUNFLAG,SUNFLAGEQN,EQ,INE947A01014,Iron & Steel,Sunflag Iron And Steel Company Limited,215.53,-3.43,-1.57,264976.0,57070530.879999995,274.95,21.61120203673395,-35.510845646023256,5.21,-16.75,,,,,,,,,,,,,,
DCAL,DCALEQN,EQ,INE385W01011,Pharmaceuticals,Dishman Carbogen Amcis Limited,199.62,-3.17,-1.56,378150.0,76136721.0,283.0,29.462897526501767,-50.090225563909776,28.57,3.98,,,,,,,,,,,,,,
WELENT,WELENTEQN,EQ,INE625G01013,Civil Construction,Welspun Enterprises Limited,582.0,-9.1,-1.54,115523.0,68128534.02,619.0,5.977382875605816,-141.24352331606218,105.02,5.1,,,,,,,,,,,,,,
ASTRAMICRO,ASTRAMICROEQN,EQ,INE386C01029,Aerospace & Defense,Astra Microwave Products Limited,903.7,-14.0,-1.53,148464.0,134555892.48000002,1059.0,14.664778092540129,-123.13580246913583,130.71,2.91,,,,,,,,,,,,,,
NUCLEUS,NUCLEUSEQN,EQ,INE096B01018,Software Products,Nucleus Software Exports Limited,1296.6,-19.75,-1.5,17205.0,22373554.05,1822.95,28.87352916975233,-34.781704781704775,38.39,-6.85,,,,,,,,,,,,,,
TEXRAIL,TEXRAILEQN,EQ,INE621L01012,Industrial Products,Texmaco Rail & Engineering Limited,222.55,-3.35,-1.48,823489.0,183522758.54000002,296.49,24.938446490606765,-101.03884372177055,63.91,-6.91,,,,,,,,,,,,,,
NAVNETEDUL,NAVNETEDULEQN,EQ,INE060A01024,Printing & Publication,Navneet Education Limited,150.45,-2.24,-1.47,100590.0,15187078.2,179.09,15.99195935004747,-16.62790697674418,-1.02,-4.74,,,,,,,,,,,,,,
HINDOILEXP,HINDOILEXPEQN,EQ,INE345A01011,Oil Exploration & Production,Hindustan Oil Exploration Company Limited,238.35,-3.5,-1.45,515110.0,124393913.9,293.55,18.804292284108335,-54.072398190045256,57.92,-8.28,,,,,,,,,,,,,,
MSTCLTD,MSTCLTDEQN,EQ,INE255X01014,Trading & Distributors,Mstc Limited,713.7,-10.5,-1.45,89075.0,64064521.5,1165.0,38.7381974248927,-80.00000000000001,104.62,-9.61,,,,,,,,,,,,,,
CARERATING,CARERATINGEQN,EQ,INE752H01013,Ratings,CARE Ratings Limited,998.0,-14.6,-1.44,11620.0,11614073.8,1263.95,21.04118042644092,-20.067372473532238,17.75,-0.77,,,,,,,,,,,,,,
BEPL,BEPLEQN,EQ,INE922A01025,Specialty Chemicals,Bhansali Engineering Polymers Limited,159.61,-2.26,-1.4,736593.0,117729659.19000001,177.0,9.82485875706214,-95.60049019607845,77.82,12.74,,,,,,,,,,,,,,
SHOPERSTOP,SHOPERSTOPEQN,EQ,INE498B01024,Diversified Retail,Shoppers Stop Limited,879.25,-12.4,-1.39,32873.0,28962756.65,943.4,6.799872800508796,-42.73538961038961,11.81,9.89,,,,,,,,,,,,,,
INFIBEAM,INFIBEAMBEN,BE,INE483S01020,Financial Technology (Fintech),Infibeam Avenues Limited,27.62,-0.39,-1.39,4618171.0,126584067.11,42.5,35.01176470588236,-62.470588235294116,,,,,,,,,,,,,,,,
GHCL,GHCLEQN,EQ,INE539A01019,Commodity Chemicals,GHCL Limited,678.95,-9.4,-1.37,95211.0,64696826.61,726.8,6.583654375343961,-56.09840211518567,14.89,11.09,,,,,,,,,,,,,,
ROSSARI,ROSSARIEQN,EQ,INE02A801020,Specialty Chemicals,Rossari Biotech Limited,909.05,-12.55,-1.36,90471.0,83367217.08,966.0,5.895445134575574,-38.374305502701866,2.92,-3.04,,,,,,,,,,,,,,
POLYPLEX,POLYPLEXEQN,EQ,INE633B01018,Packaging,Polyplex Corporation Limited,1209.25,-16.7,-1.36,53670.0,65234811.6,1375.0,12.054545454545455,-60.879398656289496,1.63,8.22,,,,,,,,,,,,,,
YATHARTH,YATHARTHEQN,EQ,INE0JO301016,Hospital,Yatharth Hospital & Trauma Care Services Limited,549.35,-7.45,-1.34,438887.0,241971569.71,597.0,7.981574539363481,-59.648358035454805,40.19,16.8,,,,,,,,,,,,,,
GLOBUSSPR,GLOBUSSPREQN,EQ,INE615I01010,Breweries & Distilleries,Globus Spirits Limited,1298.45,-17.65,-1.34,614386.0,820045569.64,1369.75,5.205329439678771,-96.34810222289431,20.15,9.4,,,,,,,,,,,,,,
ZYDUSWELL,ZYDUSWELLEQN,EQ,INE768C01010,Packaged Foods,Zydus Wellness Limited,2179.55,-29.65,-1.34,16255.0,35500920.0,2484.0,12.256441223832521,-51.34187411033574,40.52,1.51,,,,,,,,,,,,,,
JINDWORLD,JINDWORLDEQN,EQ,INE247D01039,Other Textile Products,Jindal Worldwide Limited,350.0,-4.7,-1.33,48251.0,16995932.240000002,436.95,19.899301979631534,-30.718954248366014,-3.13,1.74,,,,,,,,,,,,,,
GABRIEL,GABRIELEQN,EQ,INE524A01029,Auto Components & Equipments,Gabriel India Limited,527.55,-7.05,-1.32,112331.0,59397262.87,559.55,5.718881243856671,-94.27361443564718,72.44,10.29,,,,,,,,,,,,,,
DHANI,DHANIEQN,EQ,IN9274G01018,Other Financial Services,Dhani Services Limited,51.13,-0.68,-1.31,2244178.0,114363310.88,63.0,18.84126984126984,-53.77443609022557,-,7.95,,,,,,,,,,,,,,
UFLEX,UFLEXEQN,EQ,INE516A01017,Packaging,UFLEX Limited,745.0,-9.55,-1.27,67598.0,50695796.080000006,859.8,13.351942312165617,-98.66666666666667,61.32,30.54,,,,,,,,,,,,,,
AARTIPHARM,AARTIPHARMEQN,EQ,INE0LRU01027,Pharmaceuticals,Aarti Pharmalabs Limited,668.35,-8.55,-1.26,55845.0,37425643.65,721.7,7.3922682555078305,-80.09970358393963,77.01,6.3,,,,,,,,,,,,,,
ZENTEC,ZENTECEQN,EQ,INE251B01027,Aerospace & Defense,Zen Technologies Limited,1694.95,-21.0,-1.22,165337.0,281153915.13,1970.0,13.96192893401015,-160.76153846153846,-,-0.75,,,,,,,,,,,,,,
REDTAPE,REDTAPEEQN,EQ,INE0LXT01019,Footwear,Redtape Limited,720.6,-8.85,-1.21,48526.0,34948425.2,810.05,11.042528238997585,-67.97202797202797,47.17,-4.19,,,,,,,,,,,,,,
CARTRADE,CARTRADEEQN,EQ,INE290S01011,E-Retail/ E-Commerce,Cartrade Tech Limited,967.25,-11.7,-1.2,124874.0,121451203.66000001,1010.4,4.270585906571653,-79.43604489379466,50.42,-5,,,,,,,,,,,,,,
PGEL,PGELEQN,EQ,INE457L01029,Consumer Electronics,PG Electroplast Limited,607.4,-7.3,-1.19,1014856.0,615418826.9599999,647.7,6.222016365601369,-314.0140413059777,-73.7,20.89,,,,,,,,,,,,,,
FLAIR,FLAIREQN,EQ,INE00Y201027,Stationary,Flair Writing Industries Limited,323.0,-3.85,-1.18,180765.0,59469877.35,514.4,37.20839813374805,-31.247460381958557,-,-4.49,,,,,,,,,,,,,,
DBL,DBLEQN,EQ,INE917M01012,Civil Construction,Dilip Buildcon Limited,548.95,-6.2,-1.12,142912.0,78748799.36,588.0,6.641156462585026,-91.77292576419215,74.41,9,,,,,,,,,,,,,,
RAIN,RAINEQN,EQ,INE855B01025,Petrochemicals,Rain Industries Limited,183.8,-2.07,-1.11,2012210.0,369482000.2,219.6,16.302367941712195,-41.33025759323337,3.38,-0.32,,,,,,,,,,,,,,
TIDEWATER,TIDEWATEREQN,EQ,INE484C01030,Lubricants,Tide Water Oil Company (India) Limited,2365.95,-26.6,-1.11,8658.0,20495217.599999998,2800.0,15.50178571428572,-113.48522445296638,126,0.54,,,,,,,,,,,,,,
PRICOLLTD,PRICOLLTDEQN,EQ,INE726V01018,Auto Components & Equipments,Pricol Limited,481.5,-5.4,-1.11,124736.0,60079094.4,542.5,11.244239631336406,-54.87294950144743,55.42,-0.04,,,,,,,,,,,,,,
HINDWAREAP,HINDWAREAPEQN,EQ,INE05AN01011,Sanitary Ware,Hindware Home Innovation Limited,341.0,-3.8,-1.1,70142.0,24098686.94,591.8,42.37918215613383,-8.253968253968255,-37.47,-15.44,,,,,,,,,,,,,,
GRWRHITECH,GRWRHITECHEQN,EQ,INE291A01017,Plastic Products - Industrial,Garware Hi-Tech Films Limited,3206.0,-35.05,-1.08,55750.0,176666175.0,3589.95,10.695135029735786,-165.94773952716716,166.55,31.13,,,,,,,,,,,,,,
FEDFINA,FEDFINAEQN,EQ,INE007N01010,Non Banking Financial Company (NBFC),Fedbank Financial Services Limited,121.45,-1.32,-1.08,221282.0,27107045.0,153.6,20.93098958333333,-11.678160919540232,-,-4.12,,,,,,,,,,,,,,
JKTYRE,JKTYREEQN,EQ,INE573A01042,Tyres & Rubber Products,JK Tyre & Industries Limited,437.8,-4.55,-1.03,1137025.0,502394496.25,553.95,20.96759635346151,-71.68627450980392,49.56,-7.14,,,,,,,,,,,,,,
SUPRIYA,SUPRIYAEQN,EQ,INE07RO01027,Pharmaceuticals,Supriya Lifescience Limited,640.3,-6.6,-1.02,332145.0,213080981.85,675.0,5.140740740740747,-172.58407833120475,95.71,29.23,,,,,,,,,,,,,,
JISLJALEQS,JISLJALEQSEQN,EQ,INE175A01038,Plastic Products - Industrial,Jain Irrigation Systems Limited,69.45,-0.71,-1.01,1564555.0,108595762.55,84.19,17.508017579284946,-59.288990825688074,13.53,1.01,,,,,,,,,,,,,,
GANESHHOUC,GANESHHOUCEQN,EQ,INE460C01014,Residential Commercial Projects,Ganesh Housing Corporation Limited,802.95,-8.0,-0.99,35098.0,28384805.54,1110.0,27.662162162162158,-121.93200663349917,97.48,-4.85,,,,,,,,,,,,,,
WOCKPHARMA,WOCKPHARMABEN,BE,INE049B01025,Pharmaceuticals,Wockhardt Limited,981.0,-9.7,-0.98,72734.0,71833553.08,1097.7,10.631320032795848,-360.0234466588511,-,16.8,,,,,,,,,,,,,,
SAGCEM,SAGCEMEQN,EQ,INE229C01021,Cement & Cement Products,Sagar Cements Limited,235.49,-2.26,-0.95,17732.0,4195568.5200000005,305.0,22.790163934426225,-21.386597938144334,-1.69,-5.02,,,,,,,,,,,,,,
WABAG,WABAGEQN,EQ,INE956G01038,Water Supply & Management,VA Tech Wabag Limited,1379.25,-13.1,-0.94,151763.0,209273588.85,1444.45,4.513828792966184,-216.74130210127456,157.08,-3.66,,,,,,,,,,,,,,
SCI,SCIEQN,EQ,INE109A01011,Shipping,Shipping Corporation Of India Limited,245.95,-2.3,-0.93,930600.0,229132332.0,384.2,35.983862571577305,-91.40077821011671,108.2,-5.13,,,,,,,,,,,,,,
MOIL,MOILEQN,EQ,INE490G01020,Industrial Minerals,MOIL Limited,393.35,-3.65,-0.92,293176.0,115329574.88,588.0,33.10374149659863,-89.97826611929486,65.13,-15.55,,,,,,,,,,,,,,
GUFICBIO,GUFICBIOEQN,EQ,INE742B01025,Pharmaceuticals,Gufic Biosciences Limited,400.0,-3.6,-0.89,86856.0,34780616.64,434.0,7.8341013824884795,-68.52749104697703,24.45,15.55,,,,,,,,,,,,,,
ORISSAMINE,ORISSAMINEEQN,EQ,INE725E01024,Industrial Minerals,The Orissa Minerals Development Company Limited,8618.0,-77.05,-0.89,19666.0,168413330.88,8949.8,3.7073454155400043,-91.02082432866753,80.54,13.47,,,,,,,,,,,,,,
STYLAMIND,STYLAMINDEQN,EQ,INE239C01020,Plywood Boards/ Laminates,Stylam Industries Limited,2108.3,-18.75,-0.88,15481.0,32611500.550000004,2264.5,6.897769927136225,-49.101838755304115,10.03,3.6,,,,,,,,,,,,,,
KALAMANDIR,KALAMANDIREQN,EQ,INE438K01021,Speciality Retail,Sai Silks (Kalamandir) Limited,183.79,-1.62,-0.87,905175.0,167792289.75,312.0,41.092948717948715,-27.702890494719295,-,2.2,,,,,,,,,,,,,,
JSWHL,JSWHLEQN,EQ,INE824G01012,Investment Company,JSW Holdings Limited,7711.6,-67.95,-0.87,807.0,6250029.390000001,8250.0,6.526060606060602,-74.86621315192745,60.22,5.16,,,,,,,,,,,,,,
DALMIASUG,DALMIASUGEQN,EQ,INE495A01022,Sugar,Dalmia Bharat Sugar and Industries Limited,476.25,-4.1,-0.85,334935.0,161572644.0,499.0,4.559118236472946,-40.881526401419904,24.35,18.09,,,,,,,,,,,,,,
NESCO,NESCOEQN,EQ,INE317F01035,Diversified Commercial Services,Nesco Limited,957.55,-8.2,-0.85,32423.0,31168878.360000003,1029.9,7.024953879017393,-55.43381219056895,31.56,6.95,,,,,,,,,,,,,,
KTKBANK,KTKBANKEQN,EQ,INE614B01018,Private Sector Bank,The Karnataka Bank Limited,231.82,-1.94,-0.83,1346905.0,310838735.9,286.55,19.09963357180248,-20.73958333333333,4.31,-1.41,,,,,,,,,,,,,,
EMBDL,EMBDLEQN,EQ,INE069I01010,Residential Commercial Projects,Equinox India Developments Limited,127.19,-1.05,-0.82,1683127.0,215642231.24,164.36,22.614991482112444,-84.33333333333333,-,0.17,,,,,,,,,,,,,,
BAJAJHIND,BAJAJHINDEQN,EQ,INE306A01021,Sugar,Bajaj Hindusthan Sugar Limited,38.86,-0.32,-0.82,4467525.0,173786722.5,46.1,15.70498915401302,-72.71111111111111,69.92,0.05,,,,,,,,,,,,,,
CMSINFO,CMSINFOEQN,EQ,INE925R01014,Diversified Commercial Services,CMS Info Systems Limited,562.65,-4.6,-0.81,304542.0,170037980.28,601.9,6.521016780196046,-63.53727655863972,53.38,-1.28,,,,,,,,,,,,,,
RALLIS,RALLISEQN,EQ,INE613A01020,Pesticides & Agrochemicals,Rallis India Limited,322.0,-2.5,-0.77,115894.0,37295848.14,373.2,13.719185423365486,-56.996587030716725,49.8,3.77,,,,,,,,,,,,,,
AGI,AGIEQN,EQ,INE415A01038,Packaging,AGI Greenpac Limited,868.9,-6.65,-0.76,66100.0,57521542.0,1089.0,20.21120293847567,-42.34927916120577,29.17,23.22,,,,,,,,,,,,,,
NFL,NFLEQN,EQ,INE870D01012,Fertilizers,National Fertilizers Limited,127.27,-0.91,-0.71,820189.0,104885769.32,169.95,25.113268608414234,-95.64950038431977,104.19,-2.45,,,,,,,,,,,,,,
DBREALTY,DBREALTYEQN,EQ,INE879I01012,Residential Commercial Projects,Valor Estate Limited,187.39,-1.26,-0.67,1120560.0,209780037.6,284.9,34.22604422604423,-38.24419033566947,31.02,-7.94,,,,,,,,,,,,,,
PTC,PTCEQN,EQ,INE877F01012,Power Trading,PTC India Limited,240.55,-1.61,-0.66,1861192.0,445662424.4,254.6,5.518460329929294,-91.52070063694269,53.46,-2.21,,,,,,,,,,,,,,
RTNPOWER,RTNPOWEREQN,EQ,INE399K01017,Integrated Power Utilities,RattanIndia Power Limited,15.33,-0.1,-0.65,6803075.0,104903416.5,21.1,27.345971563981045,-145.28,127.86,-5.4,,,,,,,,,,,,,,
VMART,VMARTEQN,EQ,INE665J01013,Diversified Retail,V-Mart Retail Limited,3578.8,-21.65,-0.6,17286.0,62695630.56,3820.05,6.315362364366958,-124.37617554858936,59.71,5.53,,,,,,,,,,,,,,
IPL,IPLEQN,EQ,INE0D6701023,Pesticides & Agrochemicals,India Pesticides Limited,214.45,-1.28,-0.59,125469.0,26913100.5,431.75,50.330052113491604,-11.984334203655347,-24.64,0.95,,,,,,,,,,,,,,
LLOYDSENGG,LLOYDSENGGEQN,EQ,INE093R01011,Industrial Products,LLOYDS ENGINEERING WORKS LIMITED,82.09,-0.46,-0.56,4077701.0,336288001.46999997,93.4,12.109207708779445,-107.98074486952116,-,-5.84,,,,,,,,,,,,,,
SOUTHBANK,SOUTHBANKEQN,EQ,INE683A01023,Private Sector Bank,The South Indian Bank Limited,24.99,-0.14,-0.56,5574411.0,139360275.0,37.18,32.78644432490587,-17.104029990627925,10.24,-2.66,,,,,,,,,,,,,,
VRLLOG,VRLLOGEQN,EQ,INE366I01010,Logistics Solution Provider,VRL Logistics Limited,608.0,-3.45,-0.56,71788.0,43656436.44,799.0,23.90488110137672,-18.924205378973106,-22.08,-7.14,,,,,,,,,,,,,,
INGERRAND,INGERRANDEQN,EQ,INE177A01018,Compressors Pumps & Diesel Engines,Ingersoll Rand (India) Limited,4185.1,-23.6,-0.56,3053.0,12801992.25,5000.0,16.297999999999995,-51.63405797101451,32.39,-1.62,,,,,,,,,,,,,,
LUXIND,LUXINDEQN,EQ,INE150G01020,Garments & Apparels,Lux Industries Limited,2265.2,-12.2,-0.54,35639.0,80797533.29,2493.0,9.137585238668278,-111.35526008864007,61.95,14.3,,,,,,,,,,,,,,
INDIASHLTR,INDIASHLTREQN,EQ,INE922K01024,Housing Finance Company,India Shelter Finance Corporation Limited,729.0,-3.9,-0.53,460891.0,339413959.13,799.0,8.760951188986233,-40.4218433978619,-,0.05,,,,,,,,,,,,,,
IMFA,IMFAEQN,EQ,INE919H01018,Ferro & Silica Manganese,Indian Metals & Ferro Alloys Limited,665.85,-3.55,-0.53,41848.0,27799207.919999998,880.0,24.33522727272727,-75.9413396749901,70.25,-4.87,,,,,,,,,,,,,,
AZAD,AZADEQN,EQ,INE02IJ01035,Heavy Electrical Equipment,Azad Engineering Limited,1527.0,-7.8,-0.51,74596.0,113133785.52,2080.0,26.58653846153846,-137.70236612702368,-,-4.15,,,,,,,,,,,,,,
DATAMATICS,DATAMATICSEQN,EQ,INE365B01017,IT Enabled Services,Datamatics Global Services Limited,647.0,-3.25,-0.5,166925.0,107881958.25,791.5,18.256475047378395,-43.77777777777778,22.59,18.73,,,,,,,,,,,,,,
MIDHANI,MIDHANIEQN,EQ,INE099Z01011,Aerospace & Defense,Mishra Dhatu Nigam Limited,398.1,-1.9,-0.47,162312.0,64713794.4,547.5,27.287671232876708,-15.391304347826091,0.85,-12.79,,,,,,,,,,,,,,
SHILPAMED,SHILPAMEDEQN,EQ,INE790G01031,Pharmaceuticals,Shilpa Medicare Limited,890.55,-4.15,-0.46,202204.0,178726093.56,924.0,3.620129870129875,-200.05053908355794,107.13,9.68,,,,,,,,,,,,,,
